Election Commission of In,"dia, General E","lections, 1971 (5th LOK SABH",A)
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : Andhra Pradesh,"",CODE :,S01
CONSTITUENCY :   SRIKAKULAM,"",NO :,1
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,5,0,5
2. REJECTED,0,0,0
3. WITHDRAWN,2,0,2
4. CONTESTED,3,0,3
5. FORFEITED DEPOSIT,1,0,1
II.  ELECTORS,"","",""
1. GENERAL,250014,259472,509486
2. SERVICE,0,0,0
3. TOTAL,250014,259472,509486
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,175759,169877,345636
2. POSTAL,0,0,0
3. TOTAL,175759,169877,345636
IV.  VOTES,"","",""
1. POLLED,345636,( 67.84% of Total Electors),""
2. VALID,335617,"",""
3. REJECTED,10019,( 2.90%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : AV,ERAGE ELE,CTORS PER POLLING STAT,ION  :
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION OF, RESULT
3/5/1971,"","",""
VII.  RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,RAJAGOPALA,RAO BODEPALLI,233171
Runner up  : SWA,N. G. RANGA,"",95710
MARGIN: 137461 ( 40.96% of Tota,l Valid Votes ),"",""
(rptConstituencySummary - Page 1 of  517),"","",""
"",3,"",""


Election Commission of In,"dia, General E","lections, 1971 (5th LOK SABH",A)
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : Andhra Pradesh,"",CODE :,S01
CONSTITUENCY :   PARAVATHIPURAM (ST),"",NO :,2
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,5,0,5
2. REJECTED,0,0,0
3. WITHDRAWN,2,0,2
4. CONTESTED,3,0,3
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,257006,260339,517345
2. SERVICE,0,0,0
3. TOTAL,257006,260339,517345
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,152414,115390,267804
2. POSTAL,0,0,0
3. TOTAL,152414,115390,267804
IV.  VOTES,"","",""
1. POLLED,267804,( 51.77% of Total Electors),""
2. VALID,258699,"",""
3. REJECTED,9105,( 3.40%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : AV,ERAGE ELE,CTORS PER POLLING STAT,ION  :
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION OF, RESULT
3/5/1971,"","",""
VII.  RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,BIDDIKA SATY,ANNARAYANA,190975
Runner up  : SWA,NARASIMHAR,O VISWASARAI,38847
MARGIN: 152128 ( 58.81% of Tota,l Valid Votes ),"",""
(rptConstituencySummary - Page 2 of  517),"","",""
"",4,"",""


Election Commission of In,"dia, General E","lections, 1971 (5th LOK SABH",A)
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : Andhra Pradesh,"",CODE :,S01
CONSTITUENCY :   BOBBILI,"",NO :,3
"",MALE,FEMALE,TOTAL
