"ction Commission of India, ",General Electi,"ons, 1996 (11th LOK SABH",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Srikakulam,"",NO :,1
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,16,3,19
2. REJECTED,1,2,3
3. WITHDRAWN,5,1,6
4. CONTESTED,10,0,10
5. FORFEITED DEPOSIT,7,0,7
II.  ELECTORS,"","",""
1. GENERAL,476272,506478,982750
2. SERVICE,411,168,579
3. TOTAL,476683,506646,983329
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,319642,327363,647005
2. POSTAL,181,33,214
3. TOTAL,319823,327396,647219
IV.  VOTES,"","",""
1. POLLED,647219,65.82%  of Total Electors),""
2. VALID,636346,"",""
3. REJECTED,10873,1.68%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,16,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1222,AVERAGE, ELECTORS PER POLLING ,STATION  : 805
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
02-05-1996,08-05-1996,09-05-199,6
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerTDP,KINJARAPU Y,ERRANNAIDU,234278
Runner up  : NTRTDP(LP),JAYA KRISHN,A MANDAMURI,199700
MARGIN: 34578 5.43% of Tota,l Valid Votes ),"",""
(rptConstituencySummary - Page 1 of  543),"","",""
"",7,"",""


"ction Commission of India, ",General Electi,"ons, 1996 (11th LOK SABH",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Parvathipuram (ST),"",NO :,2
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,11,2,13
2. REJECTED,1,0,1
3. WITHDRAWN,4,1,5
4. CONTESTED,6,1,7
5. FORFEITED DEPOSIT,3,1,4
II.  ELECTORS,"","",""
1. GENERAL,442975,471821,914796
2. SERVICE,83,40,123
3. TOTAL,443058,471861,914919
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,307367,286517,593884
2. POSTAL,107,4,111
3. TOTAL,307474,286521,593995
IV.  VOTES,"","",""
1. POLLED,593995,64.92%  of Total Electors),""
2. VALID,578705,"",""
3. REJECTED,15290,2.57%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,19,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1165,AVERAGE, ELECTORS PER POLLING ,STATION  : 785
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
02-05-1996,08-05-1996,09-05-199,6
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerINC,PRADEEP KUM,AR DEV VYRICHERLA,231188
Runner up  : TDP,VISWASARAI N,ARASIMHA RAO,222900
MARGIN: 8288 1.43% of Tota,l Valid Votes ),"",""
(rptConstituencySummary - Page 2 of  543),"","",""
"",8,"",""


"ction Commission of India, ",General Electi,"ons, 1996 (11th LOK SABH",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Bobbili,"",NO :,3
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,24,1,25
2. REJECTED,0,0,0
3. WITHDRAWN,6,1,7
4. CONTESTED,18,0,18
5. FORFEITED DEPOSIT,16,0,16
II.  ELECTORS,"","",""
1. GENERAL,461558,481167,942725
2. SERVICE,126,49,175
3. TOTAL,461684,481216,942900
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,327629,312264,639893
2. POSTAL,112,21,133
3. TOTAL,327741,312285,640026
IV.  VOTES,"","",""
1. POLLED,640026,67.88%  of Total Electors),""
2. VALID,625676,"",""
3. REJECTED,14221,2.22%  of Total Votes Polled),""
4. MISSING,129,"",""
5. TENDERED,10,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1218,AVERAGE, ELECTORS PER POLLING ,STATION  : 774
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
02-05-1996,08-05-1996,09-05-199,6
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerTDP,KONDAPALLI, PYDITHALLI NAIDU,276298
Runner up  : INC,BOTCHA SATY,ANARAYANA,255331
MARGIN: 20967 3.35% of Tota,l Valid Votes ),"",""
(rptConstituencySummary - Page 3 of  543),"","",""
"",9,"",""


"ction Commission of India, ",General Electi,"ons, 1996 (11th LOK SABH",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Visakhapatnam,"",NO :,4
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,34,2,36
2. REJECTED,0,1,1
3. WITHDRAWN,5,0,5
4. CONTESTED,29,1,30
5. FORFEITED DEPOSIT,27,1,28
II.  ELECTORS,"","",""
1. GENERAL,700923,693248,1394171
2. SERVICE,196,108,304
3. TOTAL,701119,693356,1394475
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,454125,394941,849066
2. POSTAL,115,13,128
3. TOTAL,454240,394954,849194
IV.  VOTES,"","",""
1. POLLED,849194,60.90%  of Total Electors),""
2. VALID,832875,"",""
3. REJECTED,16319,1.92%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,70,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1744,AVERAGE, ELECTORS PER POLLING ,STATION  : 800
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
02-05-1996,08-05-1996,10-05-199,6
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerINC,T. SUBBARAM,I REDDI,365700
Runner up  : TDP,ANANDA GAJ,APATHI RAJU POOSAPATI,358241
MARGIN: 7459 0.90% of Tota,l Valid Votes ),"",""
(rptConstituencySummary - Page 4 of  543),"","",""
"",10,"",""


"ction Commission of India, ",General Electi,"ons, 1996 (11th LOK SABH",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Bhadrachalam (ST),"",NO :,5
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,12,2,14
2. REJECTED,0,0,0
3. WITHDRAWN,5,0,5
4. CONTESTED,7,2,9
5. FORFEITED DEPOSIT,6,1,7
II.  ELECTORS,"","",""
1. GENERAL,546007,556048,1102055
2. SERVICE,33,20,53
3. TOTAL,546040,556068,1102108
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,365587,310988,676575
2. POSTAL,10,0,10
3. TOTAL,365597,310988,676585
IV.  VOTES,"","",""
1. POLLED,676585,61.39%  of Total Electors),""
2. VALID,650640,"",""
3. REJECTED,25945,3.83%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,21,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1338,AVERAGE, ELECTORS PER POLLING ,STATION  : 824
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
02-05-1996,08-05-1996,09-05-199,6
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerCPI,SODE RAMAIA,H,245214
Runner up  : INC,K KAMALA KU,MARI,217806
MARGIN: 27408 4.21% of Tota,l Valid Votes ),"",""
(rptConstituencySummary - Page 5 of  543),"","",""
"",11,"",""


"ction Commission of India, ",General Electi,"ons, 1996 (11th LOK SABH",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Anakapalli,"",NO :,6
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,15,1,16
2. REJECTED,0,0,0
3. WITHDRAWN,5,0,5
4. CONTESTED,10,1,11
5. FORFEITED DEPOSIT,8,1,9
II.  ELECTORS,"","",""
