"Election Commission of India, ",General Election,"s, 1984 (8th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : SRIKAKULAM,"",NO :,1
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,5,0,5
5. FORFEITED DEPOSIT,3,0,3
II.  ELECTORS,"","",""
1. GENERAL,326904,365857,692761
2. SERVICE,0,0,0
3. TOTAL,326904,365857,692761
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,254058,249747,503805
2. POSTAL,0,0,0
3. TOTAL,254058,249747,503805
IV.  VOTES,"","",""
1. POLLED,503805,( 72.72%  of Total Electors),""
2. VALID,491364,"",""
3. REJECTED,12441,( 2.47%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 911 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 760
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
27-12-1984,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: TDP,APPAYYADOR,A HANUMANTU,298167
Runner up  : INC,RAJGOPALARA,O BODDEPALLI,173699
MARGIN: 124468 ( 25.33% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 1 of  514),"","",""
"",2,"",""


"Election Commission of India, ",General Election,"s, 1984 (8th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : PARVATHIPURAM (ST),"",NO :,2
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,4,0,4
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,320356,348704,669060
2. SERVICE,0,0,0
3. TOTAL,320356,348704,669060
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,231934,207234,439168
2. POSTAL,0,0,0
3. TOTAL,231934,207234,439168
IV.  VOTES,"","",""
1. POLLED,439168,( 65.64%  of Total Electors),""
2. VALID,427938,"",""
3. REJECTED,11230,( 2.56%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 863 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 729
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
27-12-1984,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: ICS,KISHORE CHAN,DRA SURYAMARAYANA DEO ,233175
"",VYRICHERIA,"",""
Runner up  : INC,NARASIMHA R,AO VISWASA RAYI,184495
MARGIN: 48680 ( 11.38% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 2 of  514),"","",""
"",3,"",""


"Election Commission of India, ",General Election,"s, 1984 (8th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : BOBBILI,"",NO :,3
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,4,0,4
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,337078,365126,702204
2. SERVICE,0,0,0
3. TOTAL,337078,365126,702204
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,268219,255916,524135
2. POSTAL,0,0,0
3. TOTAL,268219,255916,524135
IV.  VOTES,"","",""
1. POLLED,524135,( 74.64%  of Total Electors),""
2. VALID,508750,"",""
3. REJECTED,15385,( 2.94%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 895 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 784
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
27-12-1984,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: TDP,ANAND GAJAP,ATHI RAJU POOSAPATI,315156
Runner up  : INC,PENUMETCHA, SAMBA SIVA RAJU,177573
MARGIN: 137583 ( 27.04% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 3 of  514),"","",""
"",4,"",""


"Election Commission of India, ",General Election,"s, 1984 (8th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : VISAKHAPATNAM,"",NO :,4
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,10,0,10
5. FORFEITED DEPOSIT,8,0,8
II.  ELECTORS,"","",""
1. GENERAL,436328,442458,878786
2. SERVICE,0,0,0
3. TOTAL,436328,442458,878786
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,295970,267866,563836
2. POSTAL,0,0,0
3. TOTAL,295970,267866,563836
IV.  VOTES,"","",""
1. POLLED,563836,( 64.16%  of Total Electors),""
2. VALID,547284,"",""
3. REJECTED,16552,( 2.94%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1078 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 815
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
27-12-1984,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: TDP,BHATTAM SRE,ERAMA MURTHY,334399
Runner up  : INC,APPALASWAM,Y KOMMURU ALIAS SANJEEVA, RAO 193968
MARGIN: 140431 ( 25.66% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 4 of  514),"","",""
"",5,"",""


"Election Commission of India, ",General Election,"s, 1984 (8th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : BHADRACHALAM (ST),"",NO :,5
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,3,1,4
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,362535,373457,735992
2. SERVICE,0,0,0
3. TOTAL,362535,373457,735992
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,221858,180200,402058
2. POSTAL,0,0,0
3. TOTAL,221858,180200,402058
IV.  VOTES,"","",""
1. POLLED,402058,( 54.63%  of Total Electors),""
2. VALID,388873,"",""
3. REJECTED,13185,( 3.28%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 925 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 795
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
27-12-1984,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: CPI,SODE RAMAIA,H,195618
Runner up  : INC,B.RADHABAI A,NANDARAO,170978
MARGIN: 24640 ( 6.34% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 5 of  514),"","",""
"",6,"",""


"Election Commission of India, ",General Election,"s, 1984 (8th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : ANAKAPALLI,"",NO :,6
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,9,0,9
5. FORFEITED DEPOSIT,7,0,7
II.  ELECTORS,"","",""
1. GENERAL,354992,389535,744527
2. SERVICE,0,0,0
3. TOTAL,354992,389535,744527
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,256254,249070,505324
2. POSTAL,0,0,0
3. TOTAL,256254,249070,505324
IV.  VOTES,"","",""
1. POLLED,505324,( 67.87%  of Total Electors),""
2. VALID,489910,"",""
3. REJECTED,15414,( 3.05%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 986 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 755
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
27-12-1984,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: TDP,APPALANARAS,IMHAM P.,322347
Runner up  : INC,APPALANAIDY, S.R.A.S.,147531
MARGIN: 174816 ( 35.68% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 6 of  514),"","",""
"",7,"",""


"Election Commission of India, ",General Election,"s, 1984 (8th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : KAKINADA,"",NO :,7
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,6,0,6
5. FORFEITED DEPOSIT,4,0,4
II.  ELECTORS,"","",""
1. GENERAL,392040,412440,804480
2. SERVICE,0,0,0
3. TOTAL,392040,412440,804480
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,292394,288266,580660
2. POSTAL,0,0,0
3. TOTAL,292394,288266,580660
IV.  VOTES,"","",""
1. POLLED,580660,( 72.18%  of Total Electors),""
2. VALID,569750,"",""
3. REJECTED,10910,( 1.88%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1026 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 784
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
27-12-1984,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: TDP,THOTA GOPAL,A KRISHNA,344038
Runner up  : INC,SANJEEVA RAO, M.S.,214324
MARGIN: 129714 ( 22.77% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 7 of  514),"","",""
"",8,"",""


"Election Commission of India, ",General Election,"s, 1984 (8th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : RAJAHMUNDRY,"",NO :,8
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,6,0,6
5. FORFEITED DEPOSIT,4,0,4
II.  ELECTORS,"","",""
1. GENERAL,398301,417001,815302
2. SERVICE,0,0,0
3. TOTAL,398301,417001,815302
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,311052,312742,623794
2. POSTAL,0,0,0
3. TOTAL,311052,312742,623794
IV.  VOTES,"","",""
1. POLLED,623794,( 76.51%  of Total Electors),""
2. VALID,614265,"",""
3. REJECTED,9529,( 1.53%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1035 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 787
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
27-12-1984,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: TDP,SRIHARI RAO,"",381091
Runner up  : INC,SATYANARAY,ANA RAO S.B.P.B.K.,227213
MARGIN: 153878 ( 25.05% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 8 of  514),"","",""
"",9,"",""


"Election Commission of India, ",General Election,"s, 1984 (8th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : AMALAPURAM (SC),"",NO :,9
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,3,0,3
5. FORFEITED DEPOSIT,1,0,1
II.  ELECTORS,"","",""
1. GENERAL,339698,354988,694686
2. SERVICE,0,0,0
3. TOTAL,339698,354988,694686
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,271161,256266,527427
2. POSTAL,0,0,0
3. TOTAL,271161,256266,527427
IV.  VOTES,"","",""
1. POLLED,527427,( 75.92%  of Total Electors),""
2. VALID,518409,"",""
3. REJECTED,9018,( 1.71%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 913 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 760
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
27-12-1984,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: TDP,AITHABATHUL,A JOGESWARA VENKATA BUTH,CI 317481
"",MAHESWARA R,AO,""
Runner up  : INC,KUSUMA KRIS,HNA MURTHY,197750
MARGIN: 119731 ( 23.10% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 9 of  514),"","",""
"",10,"",""


"Election Commission of India, ",General Election,"s, 1984 (8th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : NARASAPUR,"",NO :,10
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,7,0,7
5. FORFEITED DEPOSIT,5,0,5
II.  ELECTORS,"","",""
1. GENERAL,377971,399077,777048
2. SERVICE,0,0,0
3. TOTAL,377971,399077,777048
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,286197,279791,565988
2. POSTAL,0,0,0
3. TOTAL,286197,279791,565988
IV.  VOTES,"","",""
1. POLLED,565988,( 72.84%  of Total Electors),""
2. VALID,556257,"",""
3. REJECTED,9731,( 1.72%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 961 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 808
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
27-12-1984,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: TDP,VIJAYA KUMA,R RAJU BHUPATHIRAJU,366534
Runner up  : INC,ALLURI SUBHA,SCHANDRA BOSE,170160
MARGIN: 196374 ( 35.30% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 10 of  514),"","",""
"",11,"",""


