Election Commission of Indi,"a, General Electi","ons,1989 (9th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   SRIKAKULAM,"",NO :,1
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,"","",""
5. FORFEITED DEPOSIT,"","",""
II.  ELECTORS,"","",""
1. GENERAL,414964,446686,861650
2. SERVICE,0,0,0
3. TOTAL,414964,446686,861650
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,316485,315856,632341
2. POSTAL,0,0,0
3. TOTAL,316485,315856,632341
IV.  VOTES,"","",""
1. POLLED,632341,( 73.39%  of Total Electors),""
2. VALID,604275,"",""
3. REJECTED,28066,( 4.44%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1039 AV,ERAGE EL,ECTORS PER POLLING S,TATION  : 829
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
22-11-1989,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,VISWANATHAM, KANITHI,288263
Runner up  : TDP,APPAYYADORA, HANUMANTHU,238149
MARGIN: 50114 ( 8.29% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 1 of  532),"","",""
"",4,"",""


Election Commission of Indi,"a, General Electi","ons,1989 (9th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   PARVATHIPURAM (ST),"",NO :,2
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,"","",""
5. FORFEITED DEPOSIT,"","",""
II.  ELECTORS,"","",""
1. GENERAL,393641,415721,809362
2. SERVICE,0,0,0
3. TOTAL,393641,415721,809362
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,303915,285631,589546
2. POSTAL,0,0,0
3. TOTAL,303915,285631,589546
IV.  VOTES,"","",""
1. POLLED,589546,( 72.84%  of Total Electors),""
2. VALID,551416,"",""
3. REJECTED,38130,( 6.47%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 973 AV,ERAGE EL,ECTORS PER POLLING S,TATION  : 831
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
22-11-1989,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,VIJAYARAMAR,AJU SATRUCHARLA,284228
Runner up  : ICS(SCS),KISHORECHAN,DRA SURYANARAYANA DEO ,241587
"",VYRICHERLA,"",""
MARGIN: 42641 ( 7.73% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 2 of  532),"","",""
"",5,"",""


Election Commission of Indi,"a, General Electi","ons,1989 (9th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   BOBBILI,"",NO :,3
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,"","",""
5. FORFEITED DEPOSIT,"","",""
II.  ELECTORS,"","",""
1. GENERAL,419767,440950,860717
2. SERVICE,0,0,0
3. TOTAL,419767,440950,860717
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,328174,313870,642044
2. POSTAL,0,0,0
3. TOTAL,328174,313870,642044
IV.  VOTES,"","",""
1. POLLED,642044,( 74.59%  of Total Electors),""
2. VALID,611674,"",""
3. REJECTED,30370,( 4.73%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
