Election Commission of Ind,"ia, General Ele","ctions, 1998 (12th LOK SABH",A)
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Srikakulam,"",NO :,1
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,8,0,8
2. REJECTED,4,0,4
3. WITHDRAWN,0,0,0
4. CONTESTED,4,0,4
5. FORFEITED DEPOSIT,1,0,1
II.  ELECTORS,"","",""
1. GENERAL,471913,507093,979006
2. SERVICE,447,170,617
3. TOTAL,472360,507263,979623
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,335868,337079,672947
2. POSTAL,224,28,252
3. TOTAL,336092,337107,673199
IV.  VOTES,"","",""
1. POLLED,673199,68.72%  of Total Electors),""
2. VALID,664353,"",""
3. REJECTED,8846,1.31%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,18,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1222,AVERAGE, ELECTORS PER POLLING ,STATION  : 802
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
22-02-1998,02-03-1998,02-03-199,8
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerTDP,KINJARAPU Y,ERRANNAIDU,286582
Runner up  : NTRTDP(LP),APPAYYA DO,RA HANUMANTHU,200217
MARGIN: 86365 13.00% of Tota,l Valid Votes ),"",""
(rptConstituencySummary - Page 1 of  543),"","",""
"",6,"",""


Election Commission of Ind,"ia, General Ele","ctions, 1998 (12th LOK SABH",A)
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Parvathipuram (ST),"",NO :,2
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,6,1,7
2. REJECTED,1,0,1
3. WITHDRAWN,1,1,2
4. CONTESTED,4,0,4
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,439530,472091,911621
2. SERVICE,84,41,125
3. TOTAL,439614,472132,911746
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,311066,293815,604881
2. POSTAL,78,16,94
3. TOTAL,311144,293831,604975
IV.  VOTES,"","",""
1. POLLED,604975,66.35%  of Total Electors),""
2. VALID,593286,"",""
3. REJECTED,11689,1.93%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,23,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1165,AVERAGE, ELECTORS PER POLLING ,STATION  : 783
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
22-02-1998,02-03-1998,03-03-199,8
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerTDP,VIJAYA RAMA,RAJU SETRUCHARLA,299904
Runner up  : INC,PRADEEP KUM,AR DEV VYRICHERLA,276627
MARGIN: 23277 3.92% of Tota,l Valid Votes ),"",""
(rptConstituencySummary - Page 2 of  543),"","",""
"",7,"",""


Election Commission of Ind,"ia, General Ele","ctions, 1998 (12th LOK SABH",A)
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Bobbili,"",NO :,3
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,7,3,10
2. REJECTED,2,2,4
3. WITHDRAWN,1,0,1
4. CONTESTED,4,1,5
5. FORFEITED DEPOSIT,2,1,3
II.  ELECTORS,"","",""
1. GENERAL,459444,480396,939840
2. SERVICE,148,51,199
3. TOTAL,459592,480447,940039
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,350018,342901,692919
2. POSTAL,344,5,349
3. TOTAL,350362,342906,693268
IV.  VOTES,"","",""
1. POLLED,693268,73.75%  of Total Electors),""
2. VALID,681194,"",""
3. REJECTED,12074,1.74%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1218,AVERAGE, ELECTORS PER POLLING ,STATION  : 772
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
22-02-1998,02-03-1998,03-03-199,8
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerTDP,KONDAPALLI, PYDITHALLI NAIDU,298961
Runner up  : INC,BOTCHA SATY,ANARAYANA,272053
MARGIN: 26908 3.95% of Tota,l Valid Votes ),"",""
(rptConstituencySummary - Page 3 of  543),"","",""
"",8,"",""


Election Commission of Ind,"ia, General Ele","ctions, 1998 (12th LOK SABH",A)
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Visakhapatnam,"",NO :,4
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,8,0,8
2. REJECTED,1,0,1
3. WITHDRAWN,1,0,1
4. CONTESTED,6,0,6
5. FORFEITED DEPOSIT,3,0,3
II.  ELECTORS,"","",""
1. GENERAL,702510,688761,1391271
2. SERVICE,220,105,325
3. TOTAL,702730,688866,1391596
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,475504,428939,904443
2. POSTAL,82,24,106
3. TOTAL,475586,428963,904549
IV.  VOTES,"","",""
1. POLLED,904549,65.00%  of Total Electors),""
2. VALID,890170,"",""
3. REJECTED,14379,1.59%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,135,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1744,AVERAGE, ELECTORS PER POLLING ,STATION  : 798
VI.  DATES,"","",""
