Election Commission of Indi,"a, General Electi","ons, 1980 (7th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : SRIKAKULAM,"",NO :,1
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,7,0,7
5. FORFEITED DEPOSIT,5,0,5
II.  ELECTORS,"","",""
1. GENERAL,304584,343019,647603
2. SERVICE,0,0,0
3. TOTAL,304584,343019,647603
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,195847,215412,411259
2. POSTAL,0,0,0
3. TOTAL,195847,215412,411259
IV.  VOTES,"","",""
1. POLLED,411259,( 63.50%  of Total Electors),""
2. VALID,400066,"",""
3. REJECTED,11193,( 2.72%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 906 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 714
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
06-01-1980,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC(I),RAJAGOPALAR,AO BODDEPALLI,197336
Runner up  : JNP(S),GOUTHU LATC,HANNA,118347
MARGIN: 78989 ( 19.74% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 1 of  529),"","",""
"",3,"",""


Election Commission of Indi,"a, General Electi","ons, 1980 (7th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : PARVATHIPURAM (ST),"",NO :,2
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,3,0,3
5. FORFEITED DEPOSIT,1,0,1
II.  ELECTORS,"","",""
1. GENERAL,297797,321905,619702
2. SERVICE,0,0,0
3. TOTAL,297797,321905,619702
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,199972,163696,363668
2. POSTAL,0,0,0
3. TOTAL,199972,163696,363668
IV.  VOTES,"","",""
1. POLLED,363668,( 58.68%  of Total Electors),""
2. VALID,353210,"",""
3. REJECTED,10458,( 2.88%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 848 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 730
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
06-01-1980,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC(U),K.C.SURYANAR,AYANA DEO VYRICHERLA,173179
Runner up  : INC(I),NARSIMHA RA,O VISWASRAI,158379
MARGIN: 14800 ( 4.19% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 2 of  529),"","",""
"",4,"",""


Election Commission of Indi,"a, General Electi","ons, 1980 (7th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : BOBBILI,"",NO :,3
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,6,0,6
5. FORFEITED DEPOSIT,4,0,4
II.  ELECTORS,"","",""
1. GENERAL,314621,337346,651967
2. SERVICE,0,0,0
3. TOTAL,314621,337346,651967
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,170913,129695,300608
2. POSTAL,0,0,0
3. TOTAL,170913,129695,300608
IV.  VOTES,"","",""
1. POLLED,300608,( 46.11%  of Total Electors),""
2. VALID,294023,"",""
3. REJECTED,6585,( 2.19%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 881 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 740
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
06-01-1980,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC(I),P.V.GAJAPATH,I RAJU,189163
Runner up  : JNP,GEDELA PRASA,DA RAO,51037
MARGIN: 138126 ( 46.98% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 3 of  529),"","",""
"",5,"",""


