STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : SRIKAKULAM,"",NO :,1
"",MEN,WOMEN,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,6,1,7
2. NOMINATION REJECTED,2,0,2
3. WITHDRAWN,0,0,0
4. CONTESTED,4,1,5
5. FORFEITED DEPOSIT,3,0,3
II.  ELECTORS,"","",""
1. GENERAL,454220,501288,955508
2. SERVICE,2416,702,3118
3. TOTAL,456636,501990,958626
III.  VOTERS,"","",""
1. GENERAL,350869,372144,723013
2. PROXY,"","",0
3. POSTAL,"","",935
4. TOTAL,"","",723948
III(A).  POLLING PERCENTAGE,77.25,74.24,75.52
IV.  VOTES,"","",""
1. REJECTED VOTES (Postal),"","",17
2. VOTES NOT RETREIVED FROM ,EVM,"",157
3. TOTAL VALID VOTES POLLED,"","",723774
4. TENDERED VOTES,"","",6
V.  POLLING STATIONS,"","",""
NUMBER : 1077 AVE,RAGE ELEC,TORS PER POLLING S,TATION  : 890
"DATE(s) OF RE-POLL, IF ANY :","","",22-04-2004
NUMBER OF POLLING STATIONS, WHERE RE,-POLL WAS ORDERED ,1
VI.  DATES,"","",""
POLLING C,OUNTING,DECLARATION O,F RESULT
20-04-2004,13-05-2004,13-05-2004,""
VII. RESULT,"","",""
PARTY C,ANDIDATE,"",VOTES
Winner: TDP Y,ERRANNAIDU K,INJARAPU,361906
Runner up  : INC K,ILLI KRUPARAN,I,330027
MARGIN: 31879 ( 4.40% of Total V,alid Votes ),"",""
(rptConstituencySummary - Page 1 of  543),"","",""
"",7,"",""


STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : PARVATHIPURAM (ST),"",NO :,2
"",MEN,WOMEN,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,7,0,7
2. NOMINATION REJECTED,0,0,0
3. WITHDRAWN,3,0,3
4. CONTESTED,4,0,4
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,431539,463435,894974
2. SERVICE,1073,289,1362
3. TOTAL,432612,463724,896336
III.  VOTERS,"","",""
1. GENERAL,331841,328371,660212
2. PROXY,"","",0
3. POSTAL,"","",720
4. TOTAL,"","",660932
III(A).  POLLING PERCENTAGE,76.90,70.86,73.74
IV.  VOTES,"","",""
1. REJECTED VOTES (Postal),"","",9
2. VOTES NOT RETREIVED FROM ,EVM,"",0
3. TOTAL VALID VOTES POLLED,"","",660923
4. TENDERED VOTES,"","",23
V.  POLLING STATIONS,"","",""
NUMBER : 996 AVE,RAGE ELEC,TORS PER POLLING S,TATION  : 900
"DATE(s) OF RE-POLL, IF ANY :","","",22-04-2004
NUMBER OF POLLING STATIONS, WHERE RE,-POLL WAS ORDERED ,1
VI.  DATES,"","",""
POLLING C,OUNTING,DECLARATION O,F RESULT
20-04-2004,13-05-2004,13-05-2004,""
VII. RESULT,"","",""
PARTY C,ANDIDATE,"",VOTES
Winner: INC K,ISHORE CHAND,RA SURYANARAYANA DEO ,321788
V,YRICHERLA,"",""
Runner up  : TDP D,ADICHILUKA V,EERA GOURI SANKARA RAO,314370
MARGIN: 7418 ( 1.12% of Total V,alid Votes ),"",""
(rptConstituencySummary - Page 2 of  543),"","",""
"",8,"",""


STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : BOBBILI,"",NO :,3
"",MEN,WOMEN,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,4,1,5
2. NOMINATION REJECTED,0,0,0
3. WITHDRAWN,1,0,1
4. CONTESTED,3,1,4
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,474321,500873,975194
2. SERVICE,660,158,818
3. TOTAL,474981,501031,976012
III.  VOTERS,"","",""
1. GENERAL,372376,373141,745517
2. PROXY,"","",0
3. POSTAL,"","",1555
4. TOTAL,"","",747072
III(A).  POLLING PERCENTAGE,78.51,74.50,76.54
IV.  VOTES,"","",""
1. REJECTED VOTES (Postal),"","",347
2. VOTES NOT RETREIVED FROM ,EVM,"",0
3. TOTAL VALID VOTES POLLED,"","",746725
4. TENDERED VOTES,"","",19
V.  POLLING STATIONS,"","",""
NUMBER : 1072 AVE,RAGE ELEC,TORS PER POLLING S,TATION  : 910
"DATE(s) OF RE-POLL, IF ANY :","","",22-04-2004
NUMBER OF POLLING STATIONS, WHERE RE,-POLL WAS ORDERED ,3
VI.  DATES,"","",""
POLLING C,OUNTING,DECLARATION O,F RESULT
20-04-2004,13-05-2004,13-05-2004,""
VII. RESULT,"","",""
PARTY C,ANDIDATE,"",VOTES
Winner: TDP K,ONDAPALLI PY,DITHALLI NAIDU,373922
Runner up  : INC JH,ANSI BOTCHA,"",342574
MARGIN: 31348 ( 4.20% of Total V,alid Votes ),"",""
(rptConstituencySummary - Page 3 of  543),"","",""
"",9,"",""


STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : VISAKHAPATNAM,"",NO :,4
"",MEN,WOMEN,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,14,0,14
2. NOMINATION REJECTED,3,0,3
3. WITHDRAWN,1,0,1
4. CONTESTED,10,0,10
5. FORFEITED DEPOSIT,8,0,8
II.  ELECTORS,"","",""
1. GENERAL,750575,762873,1513448
2. SERVICE,1462,664,2126
3. TOTAL,752037,763537,1515574
III.  VOTERS,"","",""
1. GENERAL,499805,465930,965735
2. PROXY,"","",0
3. POSTAL,"","",393
4. TOTAL,"","",966128
III(A).  POLLING PERCENTAGE,66.59,61.08,63.75
IV.  VOTES,"","",""
1. REJECTED VOTES (Postal),"","",18
2. VOTES NOT RETREIVED FROM ,EVM,"",370
3. TOTAL VALID VOTES POLLED,"","",965740
4. TENDERED VOTES,"","",16
V.  POLLING STATIONS,"","",""
NUMBER : 1527 AVE,RAGE ELEC,TORS PER POLLING S,TATION  : 993
"DATE(s) OF RE-POLL, IF ANY :","","",NIL
NUMBER OF POLLING STATIONS, WHERE RE,-POLL WAS ORDERED ,NIL
