"Election Commission of India, ",General Electio,"ns, 1999 (13th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Srikakulam,"",NO :,1
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,5,0,5
2. REJECTED,2,0,2
3. WITHDRAWN,0,0,0
4. CONTESTED,3,0,3
5. FORFEITED DEPOSIT,1,0,1
II.  ELECTORS,"","",""
1. GENERAL,474402,510147,984549
2. SERVICE,495,188,683
3. TOTAL,474897,510335,985232
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,332188,343562,675750
2. POSTAL,623,40,663
3. TOTAL,332811,343602,676413
IV.  VOTES,"","",""
1. POLLED,676413,68.66%  of Total Electors),""
2. VALID,658100,"",""
3. REJECTED,17843,2.64%  of Total Votes Polled),""
4. MISSING,470,"",""
5. TENDERED,16,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1222,AVERAGE, ELECTORS PER POLLING S,TATION  : 806
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION OF, RESULT
11-09-1999,06-10-1999,07-10-1999,""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerTDP,YERRANNAID,U KINJARAPU,373851
Runner up  : INC,KANITHI VISW,ANADAHAM,276969
MARGIN: 96882 14.72% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 1 of  543),"","",""
"",6,"",""


"Election Commission of India, ",General Electio,"ns, 1999 (13th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Parvathipuram,"",NO :,2
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,5,0,5
2. REJECTED,1,0,1
3. WITHDRAWN,0,0,0
4. CONTESTED,4,0,4
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,438660,472802,911462
2. SERVICE,103,44,147
3. TOTAL,438763,472846,911609
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,322550,313705,636255
2. POSTAL,796,0,796
3. TOTAL,323346,313705,637051
IV.  VOTES,"","",""
1. POLLED,637051,69.88%  of Total Electors),""
2. VALID,613641,"",""
3. REJECTED,23215,3.64%  of Total Votes Polled),""
4. MISSING,195,"",""
5. TENDERED,11,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1165,AVERAGE, ELECTORS PER POLLING S,TATION  : 782
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION OF, RESULT
11-09-1999,06-10-1999,07-10-1999,""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerTDP,DADICHILUKA, VEERA GOURI SANKARA RAO,304000
Runner up  : INC,KISHORE CHA,NDRA SURYANARAYANA DEO ,290719
"",VYRICHERLA,"",""
MARGIN: 13281 2.16% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 2 of  543),"","",""
"",7,"",""


"Election Commission of India, ",General Electio,"ns, 1999 (13th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Bobbili,"",NO :,3
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,4,2,6
2. REJECTED,1,0,1
3. WITHDRAWN,1,0,1
4. CONTESTED,2,2,4
5. FORFEITED DEPOSIT,1,1,2
II.  ELECTORS,"","",""
1. GENERAL,463213,486299,949512
2. SERVICE,199,62,261
3. TOTAL,463412,486361,949773
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,358058,357241,715299
2. POSTAL,1165,239,1404
3. TOTAL,359223,357480,716703
IV.  VOTES,"","",""
1. POLLED,716703,75.46%  of Total Electors),""
2. VALID,694150,"",""
3. REJECTED,22553,3.15%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1219,AVERAGE, ELECTORS PER POLLING S,TATION  : 779
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION OF, RESULT
11-09-1999,06-10-1999,02-11-1999,""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerINC,BOTCHA SATY,ANARAYANA,339768
Runner up  : TDP,ARUNA PADAL,A,335947
MARGIN: 3821 0.55% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 3 of  543),"","",""
"",8,"",""


"Election Commission of India, ",General Electio,"ns, 1999 (13th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Visakhapatnam,"",NO :,4
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,7,0,7
2. REJECTED,1,0,1
3. WITHDRAWN,0,0,0
4. CONTESTED,6,0,6
5. FORFEITED DEPOSIT,4,0,4
II.  ELECTORS,"","",""
1. GENERAL,719619,700529,1420148
2. SERVICE,317,141,458
3. TOTAL,719936,700670,1420606
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,476514,437443,913957
2. POSTAL,909,70,979
3. TOTAL,477423,437513,914936
IV.  VOTES,"","",""
1. POLLED,914936,64.40%  of Total Electors),""
2. VALID,884861,"",""
3. REJECTED,27928,3.05%  of Total Votes Polled),""
4. MISSING,2147,"",""
5. TENDERED,108,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1748,AVERAGE, ELECTORS PER POLLING S,TATION  : 813
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION OF, RESULT
11-09-1999,06-10-1999,07-10-1999,""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
WinnerTDP,M.V.V.S.MURT,HY,442036
Runner up  : INC,T.SUBBARAMI, REDDY,403117
MARGIN: 38919 4.40% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 4 of  543),"","",""
"",9,"",""


"Election Commission of India, ",General Electio,"ns, 1999 (13th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : Bhadrachalam,"",NO :,5
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,6,2,8
2. REJECTED,1,0,1
3. WITHDRAWN,1,0,1
4. CONTESTED,4,2,6
5. FORFEITED DEPOSIT,3,0,3
II.  ELECTORS,"","",""
1. GENERAL,541106,544368,1085474
2. SERVICE,40,22,62
3. TOTAL,541146,544390,1085536
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,402674,356681,759355
2. POSTAL,426,102,528
3. TOTAL,403100,356783,759883
IV.  VOTES,"","",""
1. POLLED,759883,70.00%  of Total Electors),""
2. VALID,728556,"",""
3. REJECTED,31327,4.12%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1342,AVERAGE, ELECTORS PER POLLING S,TATION  : 809
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION OF, RESULT
18-09-1999,06-10-1999,07-10-1999,""
