Election Commission of India,", General Electio","ns, 1991 (10th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : SRIKAKULAM,"",NO :,1
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,7,1,8
5. FORFEITED DEPOSIT,5,1,6
II.  ELECTORS,"","",""
1. GENERAL,415476,445379,860855
2. SERVICE,0,0,0
3. TOTAL,415476,445379,860855
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,294847,273416,568263
2. POSTAL,0,0,0
3. TOTAL,294847,273416,568263
IV.  VOTES,"","",""
1. POLLED,568263,( 66.01%  of Total Electors),""
2. VALID,553129,"",""
3. REJECTED,15134,( 2.66%  of Total Votes Polled),""
4. MISSING,0,"",""
5. BALLOT PAPER SET APART,0,"",""
6. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 1039 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 829
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
26-05-1991,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,VISWANDHAM, KANITHI,235641
Runner up  : TDP,APPAYYADOR,A HANUMANTHLI,208977
MARGIN: 26664 ( 4.82% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 1 of  521),"","",""
"",5,"",""


Election Commission of India,", General Electio","ns, 1991 (10th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY : PARVATHIPURAM (ST),"",NO :,2
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,"","",""
2. REJECTED,"","",""
3. WITHDRAWN,"","",""
4. CONTESTED,4,0,4
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,392771,417298,810069
2. SERVICE,0,0,0
3. TOTAL,392771,417298,810069
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,288563,253684,542247
2. POSTAL,0,0,0
3. TOTAL,288563,253684,542247
IV.  VOTES,"","",""
1. POLLED,542247,( 66.94%  of Total Electors),""
2. VALID,527125,"",""
